@relation CE802_Ass_2017_Data

@attribute F1 numeric
@attribute F2 numeric
@attribute F3 numeric
@attribute F4 numeric
@attribute F5 numeric
@attribute F6 numeric
@attribute F7 numeric
@attribute F8 numeric
@attribute F9 numeric
@attribute F10 numeric
@attribute F11 numeric
@attribute F12 numeric
@attribute F13 numeric
@attribute F14 numeric
@attribute C {True,False}

@data
3.83,2.1,3.09,2.86,2.07,2,38,0.49,-10,2.12,0.96,0.87,1,2,True
2.34,3.82,7.22,3.59,2.42,2,75,1.39,17,1.52,0.78,0.7,1,4,True
-1.67,-1.4,-1.28,0.71,-1.15,5,75,5,-5,0.6,6.65,8.35,10,75,False
-0.36,-0.02,-1.86,-2,-2.14,15,325,12.9,95,-0.63,7.7,6.1,10,50,True
2.48,2.36,3.1,2.49,3.46,2,62,0.3,16,2.1,0.97,0.71,1,10,True
2.45,3.66,2.7,3.33,2.49,2,10,0.32,19,0.94,0.76,0.87,1,8,True
0.08,-0.64,-0.03,0.44,-0.78,5,95,8.7,-30,0.57,8,5.1,10,85,False
-0.42,-1.34,-0.61,-1.62,-0.97,15,175,8,55,2.05,6.65,7.1,10,65,False
4.44,2.42,2.42,4.35,2.14,2,11,0.97,18,2.68,0.81,0.81,1,-1,True
-2.43,-2.61,-2.36,-2.61,-1.68,15,175,7.8,80,-0.66,6.65,7.8,10,15,True
2.9,3.58,2.65,2.55,3.76,2,25,1.4,19,0.32,0.69,0.1,1,9,False
-0.72,-0.63,-0.44,0.64,-1.01,15,370,10.25,-55,0.86,5.85,6.05,10,40,False
3.36,5.99,2.76,2.55,2.52,4,54,2.05,14,1.71,0.09,0.99,1,4,False
3.23,4.45,5.29,3.22,3.08,4,6,1.98,2,0.34,0.27,0.74,1,14,True
4.16,4.1,3.23,2.69,5.07,2,18,1.59,-5,1.85,0.27,0.72,1,9,False
2.5,2.39,2.49,2.42,3.18,2,14,1.32,6,0.82,0.81,0.23,1,8,False
2.49,3.72,4.14,4.32,4.13,1,0,1.15,12,0.33,0.21,0.53,1,8,False
3.74,-2.31,-1.74,0.6,-2.2,15,305,5.1,-45,2.17,7.95,6.8,10,30,False
-2.47,1.07,-1.14,-1.65,-2.54,5,80,6.15,-20,-0.01,7.75,8.6,10,75,True
2.42,2.34,2.61,3.6,2.9,4,21,1.65,4,0.35,0.64,0.27,1,3,True
-1.49,-1.63,-0.24,2.17,0.85,5,85,14.15,-80,0.55,4.95,7,10,5,False
3.11,2.53,2.75,3.37,2.77,4,4,0.06,9,1.69,0.67,0.55,1,13,False
2.63,2.94,3.02,4.12,3.93,4,3,1.55,16,0.19,0.52,0.12,1,11,True
2.19,3.23,2.36,5.71,3.63,2,22,1.24,-14,3.58,0.93,0.57,1,8,True
-1.37,-0.36,-0.76,-1.26,-0.36,5,175,6.1,-20,0.88,5.75,6.85,10,30,False
-0.47,1.25,-1.75,-0.57,-1.61,25,355,14.1,65,-0.02,5.5,8.95,10,65,False
1.99,2.54,2.36,1.9,2.26,25,265,6,35,-0.23,5.25,5.1,10,65,False
-0.77,-1.01,4.3,-0.82,2.17,5,160,13.05,-95,0.73,6.1,6.25,10,70,False
3.39,2.27,3.03,2.49,3.94,4,41,0.11,21,0.69,0.48,0.87,1,-0,True
-1.31,-0.34,-0.98,-1.88,-1.16,15,255,11.3,-25,0.43,6.1,7.6,10,15,True
2.7,3.2,2.84,2.25,3.08,4,58,1.83,5,1.88,0.79,0.75,1,4,True
2.58,4.31,3.87,2.91,3.35,4,21,0.63,20,0.58,0.24,0.12,0,3,False
-1.84,-1.25,-2.14,-0.18,-0.74,5,250,5.3,-35,5.48,6.35,9.1,10,75,False
-1.72,-1.45,-2.43,-0.76,-2.44,15,165,7.6,100,-0.86,5.05,9.1,10,5,True
-1.47,-0.63,-2.13,-1.49,-1.47,5,250,5.6,-70,4.74,8,5.3,10,25,False
5.68,3.73,3.18,2.68,5,4,7,0.74,6,0.85,0.59,0.14,1,1,False
-0.98,0.25,2.26,-1.76,-0.89,25,335,11.35,25,-0.62,5.65,9.2,10,75,False
3.75,2.45,5.49,2.48,2.53,2,17,1.42,-11,1.44,0.94,0.71,1,8,True
2.45,2.55,3.1,2.45,5.98,1,12,0.86,0,0.85,0.67,0.34,1,3,False
2.62,2.34,2.16,4.64,2.31,4,28,0.94,15,0.43,0.86,0.9,1,7,True
3.25,2.9,2.62,2.9,2.7,2,9,1.45,13,0.79,0.64,0.35,1,14,False
2.54,2.65,3.64,6.14,3.49,3,6,0.01,0,0.68,0.56,0.81,1,3,True
-1.15,-1.87,0.47,3.2,-1.78,15,200,9,90,1.94,8.05,5.6,10,70,True
3.18,3.69,2.32,8.62,5.26,2,12,0.77,2,0.84,0.97,0.13,1,7,False
-1.01,-1.02,-2.36,-0.15,-2.43,15,250,7.85,105,1.07,6,9.8,10,45,True
2.9,3.39,2.46,5.6,2.74,2,8,1.45,19,0.47,0.46,0.86,1,9,True
3.08,2.99,2.68,3.41,3.39,2,35,1.8,5,1.36,0.38,0.74,1,12,False
0.48,-1.43,0.49,-1.97,-2.01,20,195,10.7,5,0,6.8,8.75,10,70,True
2.83,2.8,2.6,3.11,2.7,2,30,2,18,0.86,1,0.11,1,15,True
5.47,2.52,2.94,5.95,3.31,2,6,1.52,14,0.56,0.79,0.12,1,6,True
-1.72,-1.53,-1.5,-1.78,-1.36,5,135,9.65,-35,0.61,6.3,6.25,10,30,False
-1.59,-0.17,-0.24,-1.27,1.02,15,195,5.7,45,1.44,8.6,5.4,10,50,True
-1.64,-1.19,-1.24,-1.8,-1.62,15,115,7.35,-25,0.15,7.25,6.2,10,60,False
3.3,4.04,2.31,4.16,3.32,4,14,1.53,3,0.97,0.55,0.55,1,6,True
4.61,2.67,4.07,3.98,2.68,2,3,1.07,11,1.1,0.23,0.71,1,13,False
3.3,4.29,3.32,2.54,4.07,0,18,1.53,-2,1.09,0.93,0.1,1,11,False
3.19,2.94,4.42,2.59,5.59,2,22,1.87,19,2.49,0.52,0.17,1,16,False
3.42,3.11,2.24,2.32,3.23,2,7,1.4,19,0.99,1.03,0.05,1,8,True
-1.76,-1.16,1.16,-1.42,-1.25,15,15,9.95,-40,-0.79,5.2,9,10,50,False
0.09,-2.3,-1.96,-1.23,-1.83,15,370,8.4,105,-0.19,5.9,7.85,10,20,False
-2.41,-1.05,-2.95,-3.05,-1.89,5,350,5.65,-15,2.99,10.2,6.1,10,50,False
2.27,6.6,3.32,3.83,2.55,4,13,0.1,17,0.64,0.52,0.95,1,5,True
0.48,4.96,-0.33,1.37,-0.28,5,20,12.4,-50,1.08,6.25,5.1,10,55,False
5.01,4.66,2.61,6.02,2.75,2,33,0.06,15,1.12,0.9,0.51,1,8,True
-1.93,-0.81,-1.2,-2.67,-0.56,15,95,5.45,65,-0.33,6.7,9.5,10,50,True
3.59,2.99,2.62,2.47,2.39,4,11,1.84,10,2,0.91,0.07,1,3,True
-0.23,-1.29,1.16,-1.5,0.86,5,110,10.05,-30,1.05,7.15,8.2,10,75,True
-0.48,-2.37,0.3,-2.31,-1.98,15,195,7.65,75,-0.5,5.4,8.6,10,10,True
-0.17,1.18,-0.98,-2.09,-0.75,25,95,7.85,80,-0.69,7.1,6.8,10,55,False
-0.31,0.91,-0.54,-0.1,-1.46,5,110,10.4,-65,0.88,6.25,5.15,10,10,False
3.88,4.76,2.65,6.01,3.27,0,7,1.24,-7,0.69,0.67,0.31,1,11,False
2.08,-1.67,-0.82,-1.79,-1.42,5,85,8.85,-45,0.25,5.65,8.2,10,55,False
-1.19,-0.17,-0.81,0.31,-0.28,25,30,6.4,20,-1.09,6.7,5,10,20,False
3.18,2.29,3.25,2.92,3,2,24,0.42,-8,2.71,0.97,0.61,1,10,True
-2.12,-0.77,-0.05,-1.59,4.59,15,255,5,-55,2.42,7.7,6.25,10,65,False
-1.68,-2.02,-0.83,-1.92,3.38,5,90,11.9,-50,0.04,5.2,9.35,10,45,False
3.73,2.82,3.21,3.35,2.81,2,4,1.84,8,4.23,0.64,0.37,1,8,True
-2.48,-2.29,0.18,-1.73,-1.23,25,280,5.3,95,0.67,7.85,6.5,10,35,True
2.45,3.84,3.28,3.44,3.06,2,54,1.34,-2,1.59,0.9,0.3,1,5,True
0.58,-1.47,-0.95,1.65,-1.84,25,315,10.35,20,-0.16,6.15,7.2,10,20,True
-0.67,-0.62,-1.19,-1.2,-0.02,25,130,9.4,80,-1.19,5.75,5.2,10,20,False
-0.86,-0.01,-1.45,-1.29,2.27,15,290,8.8,80,2.83,5.9,5.95,10,30,False
3.3,2.76,2.74,2.8,3.35,1,14,1.32,0,1.8,0.04,0.92,1,3,False
2.41,4.94,4.31,3.98,2.42,4,9,1.95,7,2.11,0.34,0.8,1,2,True
4.45,2.44,3.08,2.42,3.58,4,54,1.27,12,0.99,0.48,0.86,1,8,False
-0.76,0.14,0.64,-1.67,-2.18,15,125,6.2,-95,1.19,7.85,6.35,10,70,False
3.68,0.62,3.89,1.12,-0.03,10,205,8.15,5,0.27,5.5,5.45,10,55,False
-1.93,-1.66,-1.73,-0.85,-0.88,15,340,8.7,-50,3.22,6.45,9.1,10,80,False
5,3.63,3.28,2.5,2.82,4,5,0.34,4,0.44,0.64,0.26,1,8,False
2.45,4.26,3.8,3.21,3.44,2,18,1,-11,0.79,0.97,0.52,1,14,True
2.39,2.45,3.14,2.42,3.8,2,1,1.05,17,0.33,0.87,0.13,1,10,True
3.42,6,3.04,8.48,4.27,2,16,1.5,3,2.61,0.99,0.88,1,8,True
5.06,-0.18,0.76,-0.04,0.87,15,70,12.05,-20,-0.33,5.4,5.05,10,50,False
-0.51,0.67,-0.28,0.06,-0.37,15,145,6.55,-55,1.06,6,8.35,10,75,False
2.42,2.41,6.44,2.65,4.3,4,6,0.15,11,0.6,0.45,0.85,1,7,False
-1.7,-0.74,0.56,2.07,-0.82,15,125,8.05,60,-0.12,7.2,6.15,10,55,False
-1.53,-0.82,-0.86,-1.85,-0.38,15,115,9.3,-50,-0.4,6,7.8,10,35,True
-0.46,-2.2,-2.29,-1.82,-2.37,5,350,12.25,-55,1.54,7.45,6.65,10,45,False
4,3.24,2.32,4.22,2.28,0,6,0.78,-16,1.1,0.92,0.86,1,2,True
-0.31,-0.47,-0.98,-1.05,1.79,15,385,6.05,85,2.3,5.15,7.6,10,60,False
6.67,3.45,2.34,2.45,5.93,2,44,1.19,-2,1.17,0.93,0.52,1,6,True
0.58,-0.74,0.61,2.78,0.06,25,145,7.1,55,-0.52,5.8,6.3,10,45,False
3.63,2.71,2.08,2.4,5.2,2,24,0.93,15,0.58,0.99,0.79,1,6,True
3.53,2.62,2.79,3.73,6.28,2,27,1.37,10,3.15,0.23,0.55,1,11,False
-1.86,-2.17,-1.79,-0.64,-1.97,15,265,11.8,-90,3.34,6.85,6.7,10,20,False
2.66,2.65,2.98,3.43,3.14,2,22,1.39,11,0.7,0.75,0.82,1,7,True
5.15,5.09,5.01,4.52,4.87,4,13,1.71,2,2.05,0.15,0.33,1,8,False
3.57,2.72,2.6,5.16,2.3,2,61,1.08,2,1.54,0.78,0.91,1,5,True
2.6,3.73,2.38,3.16,2.68,4,54,1.24,18,0.61,0.39,0.94,1,9,False
3.28,6.69,3.29,3.38,2.63,2,13,0.52,19,1.71,0.1,0.92,1,6,False
2.3,3.02,-2.45,-2.14,-1.81,15,105,9.7,-85,-0.16,8.75,6.3,10,75,True
2.91,2.26,3.02,2.75,2.44,4,69,1.44,9,1.01,0.7,0.37,1,1,True
2.81,4.5,2.5,4.2,4.17,4,47,1.63,10,0.47,0.59,0.72,1,12,False
-0.67,-1.58,-2.57,-2.35,-2.49,5,130,10.15,-90,0.51,8.6,5.7,10,45,True
2.25,3.66,3.29,2.7,2.5,4,17,1.03,10,0.65,0.86,0.3,1,-1,True
6.48,5.39,3.54,4.57,2.7,2,54,1.69,14,3.3,0.61,0.84,1,13,False
2.77,3.25,3.25,3.76,2.48,2,31,1.94,8,0.65,0.18,0.94,1,7,False
-1.19,-0.61,-0.97,2.98,-1,10,20,8.7,5,-0.81,5.5,8.2,10,75,False
0.98,3.45,0.56,-0.81,-0.37,5,360,13.65,-35,0.82,6.25,5.3,10,65,False
3.19,3.77,5.85,2.7,4.1,4,5,1.51,6,0.53,0.02,0.61,1,5,False
-0.42,-0.18,-0.3,-0.34,1.82,15,60,7.4,20,-0.85,5.6,5.25,10,50,False
3.67,2.91,6.79,5.92,4.97,0,58,1.62,-3,1.2,0.67,0.83,1,0,True
-1.59,-1.44,-2.79,-1.7,-2.55,15,260,12.9,-50,1.8,8.1,6.5,10,20,True
2.65,3.16,4.53,2.55,2.55,4,32,1.69,18,1.24,0.55,0,1,2,True
3.84,5.59,4.79,4.35,2.85,3,22,1.43,-0,0.79,0.94,0.4,1,13,False
2.43,3.09,3.58,2.92,2.85,4,36,2.03,13,0.76,0.72,0.4,1,6,True
3.35,5.09,3.92,4.33,3.23,0,12,1.69,-16,1.24,0.95,0.12,1,13,False
-2.75,-2.11,-2.18,-1.14,-2.83,15,95,7.05,-85,0.13,7.6,9.7,10,65,True
-1.05,-0.92,-0.1,1.19,-0.51,0,5,11.85,-55,-0.4,5.8,5.6,10,45,False
-1.35,-2.06,-0.93,-2.42,-2.18,5,185,11.6,-75,0.22,6.45,8.2,10,30,False
-1.97,-2.15,-2.87,-2.48,-2.9,5,400,5.8,-85,3.08,8.8,7.2,10,40,False
-1.22,-3.03,-1.02,-0.91,-2.39,15,355,8.25,-70,1.26,8.4,7.6,10,10,False
2.36,3.95,2.5,3.07,7.6,4,19,0.41,14,0.55,0.78,0.07,1,5,False
6.8,3.54,5.32,3.36,3.06,2,5,0.28,10,0.78,0.57,0.4,1,2,False
-1.28,-0.52,-2.09,-2.12,-1.96,5,225,7.8,-50,1.19,7.6,10.15,10,45,True
1.44,2.5,2.59,0.5,1.57,5,275,7.65,-5,2.36,5.95,5.3,10,65,False
2.42,4.69,4.19,2.85,2.43,4,2,0.97,8,1.46,0.58,0.49,1,9,True
3.2,4.29,4.09,2.96,2.63,2,56,0.71,18,1.99,0.81,0.65,1,13,True
-2.59,-1.04,-1.08,-2.28,-2.34,5,40,9.1,-80,0.29,7,7.1,10,20,True
0.48,0.23,-0.16,-0.18,3.11,15,110,6.2,80,-0.76,4.95,6,10,45,False
-0.98,-2.68,-2.88,-1.57,-1.91,5,90,5.75,-25,5.06,8.05,7.8,10,10,True
3.35,2.77,2.01,2.03,2.98,2,2,1.14,-16,0.61,1.05,0.85,1,4,True
2.68,2.48,2.53,3.7,4.21,2,21,1.4,17,0.52,0.96,0.02,1,13,False
2.45,4.81,3.42,3.12,4.2,4,17,0.02,6,1.95,0.81,0.4,1,12,False
3.02,4.69,5.78,3.05,2.21,4,69,0.28,10,1.1,0.99,0.92,1,12,True
2.85,2.41,3.55,4.3,3.49,0,6,0.67,-18,0.7,0.89,0.44,1,5,True
-2.07,1.42,-1.05,-1.23,1.13,15,15,9.2,-45,-0.1,5.95,7.75,10,25,True
-1.38,-2.32,-1.73,0.67,-1.66,25,320,7.55,20,1.05,8.45,6.1,10,30,True
2.41,3.46,2.42,2.83,2.45,0,15,1.52,-16,4.4,0.24,0.73,1,3,False
3.06,3.91,2.5,5.36,3.66,2,24,0.98,-12,2.39,0.71,0.61,1,6,True
2.99,3.11,3.9,4.2,2.35,2,18,1.35,9,0.52,0.35,0.45,1,0,False
3.81,3.45,2.44,2.77,2.8,4,26,1.34,2,1.11,0.41,0.44,1,2,False
-1.6,-1.16,-0.21,-1.6,0.14,15,220,11.1,30,0.17,5.85,8.7,10,70,False
-1.88,-0.55,-0.87,0.46,0.16,15,260,11,45,-0.75,5.9,7.4,10,25,True
-1.05,-2.69,-1.79,-2.46,-2.25,25,220,5.15,80,-0.31,8.85,6.15,10,35,True
2.69,2.26,6.06,3.9,2.52,2,57,1.55,3,1.15,0.61,0.39,1,1,True
5.68,5.66,2.53,2.27,3.34,2,7,0.73,5,3.54,0.92,0.27,1,9,False
-1.13,0.69,-0.79,-0.48,-0.68,15,200,10.1,75,-1.04,6.05,6.75,10,50,False
2.27,3.57,3.14,5.01,2.73,2,6,0.34,4,4.74,0.98,0.71,1,6,True
2.79,2.92,4.9,3.24,2.96,2,1,1.19,4,1.92,0.82,0.61,1,4,True
-0.61,3.44,-1.37,-1.34,-1.65,5,125,12.8,-40,-0.39,5.55,6.95,10,10,False
-2.4,-2.31,-1.25,-1.35,-2.28,5,150,13.45,-90,-0.17,5.55,9,10,25,True
2.67,2.4,2.52,2.5,2.52,2,14,0.5,19,2.73,0.9,0.1,1,11,False
5.68,2.59,2.96,2.28,2.77,4,52,0.32,12,1.81,0.58,0.94,1,-0,True
5.07,2.14,3.93,3.77,4.38,2,4,0.87,-8,1.08,0.73,0.4,0,-0,True
-1.58,-2.55,-2.29,-1.55,-1.25,25,235,6.55,85,-0.74,7.75,8.7,10,70,True
-2.56,0.44,-1.63,-2.62,-2.31,5,160,8.6,-45,1.01,8.35,6.45,10,10,True
-1.36,-1.6,-0.86,1.74,-1,5,200,7.45,-50,1,6.15,6.15,10,35,False
-1.13,-1.33,-1.77,0.21,-0.88,15,30,11.35,-35,-0.48,6.45,7.5,10,60,False
2.51,3.87,2.62,2.47,2.98,4,15,0.84,19,3.24,0.95,0.18,1,5,True
-1.71,-0.43,-1.59,-1.21,-1.08,5,70,12.8,-60,1.26,7.15,6.65,10,75,False
-1.21,-0.66,-1.24,1.59,-1.44,15,290,5.85,50,1.1,6.3,5.45,10,35,False
4.19,2.49,2.38,2.54,4.88,4,4,0.75,12,0.72,0.48,0.79,1,2,True
2.21,2.94,3.17,2.65,2.4,2,25,1.05,-6,1.54,0.72,0.43,1,0,True
2.75,4.78,3.93,4.36,3.41,4,9,1.9,18,1.6,0.89,0.1,1,4,True
3.4,2.48,2.91,3.11,2.8,2,33,1.55,7,0.52,0.93,0.08,1,3,False
0.06,-0.22,0.03,0.43,-0.48,25,10,11.55,10,0.4,5.55,6.15,10,65,False
3.17,2.56,2.38,4.29,4.84,2,18,1.48,-1,2.57,1.05,0.35,1,13,False
-0.18,-2.46,-2.52,-1.44,-1.66,0,5,7.05,0,-0.13,7.85,6.95,10,20,True
4.67,6.97,2.54,5.27,2.7,4,8,0.81,6,0.95,0.34,0.82,1,6,False
2.62,3.83,5.01,3.4,2.53,1,46,1.01,-0,1.51,0.85,0.84,1,15,True
5.25,3.96,3.17,2.99,2.76,4,11,1.58,19,1.46,0.79,0.43,1,4,True
5.93,4.01,3.79,2.7,5.17,4,3,1.05,16,0.42,0.85,0.82,1,14,True
1.68,-0.58,-1.12,-1.54,2.13,15,340,11.7,10,-0.1,6.8,7.65,10,70,False
